cost_regime	event_id	event_type	time_zone
001	88:18-2..18-17	Host Switch	23
001	52:53-45..53-52	Host Switch	52
001	55:24-Fca..24-Clu	Host Switch	52
001	60:25-Eca	Duplication	62
001	61:25-Eca	Duplication	61
001	62:25-Eca	Duplication	54
001	63:25-Eca..24-Fca	Host Switch	48
001	69:30-Cer	Duplication	62
001	72:33-Bbu..33-Bta	Host Switch	62
001	76:33-Bta	Duplication	62
001	77:33-Bta	Duplication	62
001	78:33-Bbu..33-Bta	Host Switch	61
001	79:30-Cer..33-Bbu	Host Switch	61
001	80:30-Rta..30-Cer	Host Switch	59
001	81:35-Dle..35-34	Host Switch	49
001	82:36-Sus..35-Dle	Host Switch	48
001	83:25-Eca..36-Sus	Host Switch	45
001	84:25-Eca..55-54	Host Switch	42
001	85:15-Cli..25-Eca	Host Switch	40
001	86:15-Cli..57-Mac	Host Switch	39
001	49:15-Cli..14-Sph	Host Switch	43
001	48:15-Cli..7-Ana	Host Switch	46
001	87:17	Cospeciation	28
001	46:6-Mga..6-Gga	Host Switch	53
001	47:15-Cli..7-6	Host Switch	49
001	3:2-Cmy	Duplication	62
001	4:2-The..2-Cmy	Host Switch	29
001	9:10-Aor	Duplication	54
001	10:7-6..16-10	Host Switch	46
001	11:7-6..16-10	Host Switch	42
001	19:38-Pte	Duplication	62
001	20:57-Mac..38-Pte	Host Switch	54
001	24:45-Ptr..45-Hsa	Host Switch	62
001	14:54-42	Duplication	53
001	30:51-Pap	Duplication	62
001	31:48-Cae..51-Pap	Host Switch	62
001	32:52-48..51-Mmt	Host Switch	61
001	45:6-Gga	Duplication	59
001	33:53-45..53-52	Host Switch	54
001	34:57-Mac..53-45	Host Switch	52
001	35:57-Mac..55-Ocu	Host Switch	49
001	36:57-Mac..55-54	Host Switch	48
001	41:15-Cli..14-Fme	Host Switch	62
001	25:45-Ptr..45-Hsa	Host Switch	61
002	76:33-Bta	Duplication	62
002	72:33-Bbu..33-Bta	Host Switch	62
002	69:30-Cer	Duplication	62
002	60:25-Eca	Duplication	62
002	62:25-Eca	Duplication	54
002	61:25-Eca	Duplication	61
002	77:33-Bta	Duplication	62
002	63:25-Eca..24-Fca	Host Switch	48
002	78:33-Bbu..33-Bta	Host Switch	61
002	88:18-2..57-Mac	Host Switch	23
002	80:30	Cospeciation	55
002	81:35-Dle..35-34	Host Switch	49
002	82:36-Sus..35-Dle	Host Switch	48
002	83:25-Eca..36-Sus	Host Switch	45
002	84:25-Eca..55-54	Host Switch	42
002	85:7-Ana..25-Eca	Host Switch	40
002	86:57-Mac..7-Ana	Host Switch	39
002	87:57-Mac..17-7	Host Switch	28
002	55:24-Fca..24-Clu	Host Switch	52
002	79:30-Cer..33-Bbu	Host Switch	61
002	52:53	Cospeciation	51
002	32:48-Cae..51-Mmt	Host Switch	61
002	48:7-Ana..7-6	Host Switch	46
002	3:2-Cmy	Duplication	62
002	9:10-Aor	Duplication	54
002	10:7-6..16-10	Host Switch	46
002	11:7-6..16-10	Host Switch	42
002	14:42-Ate..42-Sai	Host Switch	54
002	19:38-Pte	Duplication	62
002	20:57-Mac..38-Pte	Host Switch	54
002	24:45-Ptr..45-Hsa	Host Switch	62
002	49:7-Ana..14-Sph	Host Switch	43
002	25:45	Cospeciation	61
002	31:48-Cae..51-Pap	Host Switch	62
002	33:53-45..53-52	Host Switch	54
002	34:57-Mac..53-45	Host Switch	52
002	35:57-Mac..55-Ocu	Host Switch	49
002	36:57-Mac..54-42	Host Switch	48
002	41:15-Cli..14-Fme	Host Switch	62
002	45:6-Gga	Duplication	59
002	46:6-Mga..6-Gga	Host Switch	54
002	47:7-6..15-Cli	Host Switch	49
002	30:51-Pap	Duplication	62
002	4:2	Cospeciation	24
003	87:57-Mac..17-7	Host Switch	28
003	88:18-2..57-Mac	Host Switch	23
003	3:2-Cmy	Duplication	62
003	52:53	Cospeciation	50
003	55:24-Fca..24-Clu	Host Switch	52
003	60:25-Eca	Duplication	62
003	61:25-Eca	Duplication	61
003	62:25-Eca	Duplication	54
003	63:25-Eca..24-Fca	Host Switch	48
003	69:30-Cer	Duplication	62
003	76:33-Bta	Duplication	62
003	49:7-Ana..14-Sph	Host Switch	43
003	77:33-Bta	Duplication	62
003	79:30-Cer..33-Bbu	Host Switch	61
003	80:30	Cospeciation	58
003	81:35-Dle..35-34	Host Switch	49
003	82:36-Sus..35-Dle	Host Switch	48
003	83:25-Eca..36-Sus	Host Switch	45
003	84:25-Eca..55-54	Host Switch	42
003	85:7-Ana..25-Eca	Host Switch	40
003	86:57-Mac..7-Ana	Host Switch	39
003	78:33-Bbu..33-Bta	Host Switch	61
003	48:7-Ana..7-6	Host Switch	46
003	72:33-Bbu..33-Bta	Host Switch	62
003	46:6-Mga..6-Gga	Host Switch	54
003	47:7-6..15-Cli	Host Switch	49
003	9:10-Aor	Duplication	54
003	10:7-6..16-10	Host Switch	46
003	11:7-6..16-10	Host Switch	42
003	14:42-Ate..42-Sai	Host Switch	54
003	19:38-Pte	Duplication	62
003	20:57-Mac..38-Pte	Host Switch	54
003	24:45-Ptr..45-Hsa	Host Switch	62
003	25:45	Cospeciation	60
003	4:2	Cospeciation	24
003	31:48-Cae..51-Pap	Host Switch	62
003	30:51-Pap	Duplication	62
003	41:15-Cli..14-Fme	Host Switch	62
003	36:57-Mac..54-42	Host Switch	48
003	35:57-Mac..55-Ocu	Host Switch	49
003	45:6-Gga	Duplication	59
003	33:53-45..53-52	Host Switch	54
003	32:52-48..51-Mmt	Host Switch	61
003	34:57-Mac..53-45	Host Switch	52
004	32:48-Cae..51-Mmt	Host Switch	61
004	45:6-Gga	Duplication	59
004	41:15-Cli..14-Fme	Host Switch	62
004	36:57-Mac..54-42	Host Switch	48
004	35:57-Mac..55-Ocu	Host Switch	49
004	34:57-Mac..53-45	Host Switch	52
004	46:6-Mga..6-Gga	Host Switch	54
004	33:53-45..53-52	Host Switch	54
004	31:48-Cae..51-Pap	Host Switch	62
004	20:57-Mac..38-Pte	Host Switch	54
004	25:45	Cospeciation	61
004	24:45-Ptr..45-Hsa	Host Switch	62
004	19:38-Pte	Duplication	62
004	14:42-Ate..42-Sai	Host Switch	54
004	11:7-6..16-10	Host Switch	42
004	10:7-6..16-10	Host Switch	46
004	9:10-Aor	Duplication	54
004	47:7-6..15-Cli	Host Switch	49
004	30:51-Pap	Duplication	62
004	48:7-Ana..7-6	Host Switch	46
004	87:57-Mac..17-7	Host Switch	28
004	52:53	Cospeciation	51
004	4:2	Cospeciation	24
004	86:57-Mac..7-Ana	Host Switch	39
004	85:7-Ana..25-Eca	Host Switch	40
004	84:25-Eca..55-54	Host Switch	42
004	83:25-Eca..36-Sus	Host Switch	45
004	82:36-Sus..35-Dle	Host Switch	48
004	81:35-Dle..35-34	Host Switch	49
004	80:30	Cospeciation	55
004	79:30-Cer..33-Bbu	Host Switch	61
004	78:33-Bbu..33-Bta	Host Switch	61
004	77:33-Bta	Duplication	62
004	76:33-Bta	Duplication	62
004	72:33-Bbu..33-Bta	Host Switch	62
004	69:30-Cer	Duplication	62
004	63:25-Eca..24-Fca	Host Switch	48
004	62:25-Eca	Duplication	54
004	61:25-Eca	Duplication	61
004	60:25-Eca	Duplication	62
004	55:24-Fca..24-Clu	Host Switch	52
004	49:7-Ana..14-Sph	Host Switch	43
004	3:2-Cmy	Duplication	62
004	88:18-2..57-Mac	Host Switch	23
005	49:15-Cli..14-Sph	Host Switch	43
005	41:15-Cli..14-Fme	Host Switch	62
005	36:54	Cospeciation	47
005	35:54-53..55-Ocu	Host Switch	49
005	34:53-45..57-Mac	Host Switch	52
005	33:53-45..53-52	Host Switch	54
005	32:52-51	Duplication	56
005	31:51-Pap..48-Cae	Host Switch	62
005	30:51-Pap	Duplication	62
005	25:45	Cospeciation	61
005	24:45-Ptr..45-Hsa	Host Switch	62
005	20:57-Mac..38-Pte	Host Switch	54
005	19:38-Pte	Duplication	62
005	14:54-42	Duplication	53
005	11:16-10	Duplication	42
005	10:16-10..7-6	Host Switch	46
005	9:10-Aor	Duplication	54
005	4:2	Cospeciation	25
005	45:6-Gga	Duplication	59
005	46:6-Mga..6-Gga	Host Switch	53
005	47:15-Cli..7-6	Host Switch	49
005	48:15-Cli..7-Ana	Host Switch	46
005	84:25-Eca..55-54	Host Switch	42
005	83:25-Eca..36-Sus	Host Switch	45
005	82:36-Sus..35-Dle	Host Switch	48
005	81:35-Dle..35-34	Host Switch	49
005	80:30	Cospeciation	58
005	79:30-Cer..33-Bta	Host Switch	61
005	78:33-Bta	Duplication	61
005	77:33-Bta	Duplication	62
005	3:2-Cmy	Duplication	62
005	76:33-Bta	Duplication	62
005	69:30-Cer	Duplication	62
005	63:25-Eca..24-Fca	Host Switch	48
005	62:25-Eca	Duplication	54
005	61:25-Eca	Duplication	61
005	60:25-Eca	Duplication	62
005	55:24-Fca..24-Clu	Host Switch	52
005	52:53	Cospeciation	50
005	87:17-16	Duplication	28
005	72:33-Bta..33-Bbu	Host Switch	62
005	85:15-Cli..25-Eca	Host Switch	40
005	88:18-2..18-17	Host Switch	23
005	86:15-Cli..55-54	Host Switch	39
006	55:24-Fca..24-Clu	Host Switch	52
006	60:25-Eca	Duplication	62
006	61:25-Eca	Duplication	61
006	62:25-Eca	Duplication	54
006	63:25-Eca..24-Fca	Host Switch	48
006	69:30-Cer	Duplication	62
006	72:33-Bta..33-Bbu	Host Switch	62
006	76:33-Bta	Duplication	62
006	77:33-Bta	Duplication	62
006	78:33-Bta	Duplication	61
006	79:30-Cer..33-Bta	Host Switch	61
006	80:30	Cospeciation	57
006	81:35-Dle..35-34	Host Switch	49
006	82:36-Sus..35-Dle	Host Switch	48
006	83:25-Eca..36-Sus	Host Switch	45
006	84:25-Eca..55-54	Host Switch	42
006	85:7-Ana..25-Eca	Host Switch	40
006	52:53	Cospeciation	50
006	88:18-2..18-17	Host Switch	23
006	4:2	Cospeciation	24
006	47:7-6..15-Cli	Host Switch	49
006	9:10-Aor	Duplication	54
006	10:16-10..7-6	Host Switch	46
006	11:16-10	Duplication	42
006	14:42-Ate..42-Sai	Host Switch	54
006	19:38-Pte	Duplication	62
006	20:57-Mac..38-Pte	Host Switch	54
006	24:45-Ptr..45-Hsa	Host Switch	62
006	25:45	Cospeciation	61
006	3:2-Cmy	Duplication	62
006	30:51-Pap	Duplication	62
006	32:48-Cae..51-Mmt	Host Switch	61
006	33:53-45..53-52	Host Switch	54
006	34:53-45..57-Mac	Host Switch	52
006	35:54-53..55-Ocu	Host Switch	49
006	36:54	Cospeciation	48
006	41:15-Cli..14-Fme	Host Switch	62
006	45:6-Gga	Duplication	59
006	46:6-Mga..6-Gga	Host Switch	54
006	31:48-Cae..51-Pap	Host Switch	62
006	48:7-Ana..7-6	Host Switch	46
006	49:7-Ana..14-Sph	Host Switch	43
006	87:17	Cospeciation	28
006	86:7-Ana..55-54	Host Switch	39
007	87:57-Mac..17-16	Host Switch	28
007	60:25-Eca	Duplication	62
007	61:25-Eca	Duplication	61
007	62:25-Eca	Duplication	54
007	63:25-Eca..24-Fca	Host Switch	48
007	69:30-Cer	Duplication	62
007	72:33-Bta..33-Bbu	Host Switch	62
007	76:33-Bta	Duplication	62
007	77:33-Bta	Duplication	62
007	78:33-Bta	Duplication	61
007	55:24-Fca..24-Clu	Host Switch	52
007	80:30	Cospeciation	58
007	81:35-Dle..35-34	Host Switch	49
007	82:36-Sus..35-Dle	Host Switch	48
007	83:25-Eca..36-Sus	Host Switch	45
007	84:25-Eca..55-54	Host Switch	42
007	85:7-Ana..25-Eca	Host Switch	40
007	86:57-Mac..7-Ana	Host Switch	39
007	88:18-2..57-Mac	Host Switch	23
007	79:30-Cer..33-Bta	Host Switch	61
007	4:2	Cospeciation	24
007	48:7-Ana..7-6	Host Switch	46
007	3:2-Cmy	Duplication	62
007	9:10-Aor	Duplication	54
007	10:16-10..7-6	Host Switch	46
007	11:16-10	Duplication	42
007	14:42-Ate..42-Sai	Host Switch	54
007	19:38-Pte	Duplication	62
007	20:57-Mac..38-Pte	Host Switch	54
007	24:45-Ptr..45-Hsa	Host Switch	62
007	25:45	Cospeciation	60
007	31:48-Cae..51-Pap	Host Switch	62
007	32:52-48..51-Mmt	Host Switch	61
007	33:53-45..53-52	Host Switch	54
007	34:57-Mac..53-45	Host Switch	52
007	35:57-Mac..55-Ocu	Host Switch	49
007	36:57-Mac..54-42	Host Switch	48
007	41:15-Cli..14-Fme	Host Switch	62
007	45:6-Gga	Duplication	59
007	46:6-Mga..6-Gga	Host Switch	54
007	47:7-6..15-Cli	Host Switch	49
007	49:7-Ana..14-Sph	Host Switch	43
007	52:53	Cospeciation	50
007	30:51-Pap	Duplication	62
008	88:18-2..57-Mac	Host Switch	23
008	49:7-Ana..14-Sph	Host Switch	43
008	52:53	Cospeciation	50
008	55:24-Fca..24-Clu	Host Switch	52
008	60:25-Eca	Duplication	62
008	61:25-Eca	Duplication	61
008	62:25-Eca	Duplication	54
008	63:25-Eca..24-Fca	Host Switch	48
008	69:30-Cer	Duplication	62
008	48:7-Ana..7-6	Host Switch	46
008	72:33-Bta..33-Bbu	Host Switch	62
008	77:33-Bta	Duplication	62
008	78:33-Bta	Duplication	61
008	79:30-Cer..33-Bta	Host Switch	61
008	80:30	Cospeciation	56
008	81:35-Dle..35-34	Host Switch	49
008	82:36-Sus..35-Dle	Host Switch	48
008	83:25-Eca..36-Sus	Host Switch	45
008	84:25-Eca..55-54	Host Switch	42
008	76:33-Bta	Duplication	62
008	85:7-Ana..25-Eca	Host Switch	40
008	47:7-6..15-Cli	Host Switch	49
008	45:6-Gga	Duplication	59
008	3:2-Cmy	Duplication	62
008	4:2	Cospeciation	25
008	9:10-Aor	Duplication	54
008	10:16-10..7-6	Host Switch	46
008	11:16-10	Duplication	42
008	14:42-Ate..42-Sai	Host Switch	54
008	19:38-Pte	Duplication	62
008	20:57-Mac..38-Pte	Host Switch	54
008	46:6-Mga..6-Gga	Host Switch	54
008	24:45-Ptr..45-Hsa	Host Switch	62
008	30:51-Pap	Duplication	62
008	31:48-Cae..51-Pap	Host Switch	62
008	32:52-48..51-Mmt	Host Switch	61
008	33:53-45..53-52	Host Switch	54
008	34:57-Mac..53-45	Host Switch	52
008	35:57-Mac..55-Ocu	Host Switch	49
008	36:57-Mac..54-42	Host Switch	48
008	41:15-Cli..14-Fme	Host Switch	62
008	25:45	Cospeciation	60
008	86:57-Mac..7-Ana	Host Switch	39
008	87:57-Mac..17-16	Host Switch	28
009	88:18-2..18-17	Host Switch	23
009	55:24-Fca..24-Clu	Host Switch	52
009	60:25-Eca	Duplication	62
009	61:25-Eca	Duplication	61
009	62:25-Eca	Duplication	54
009	63:25-Eca..24-Fca	Host Switch	48
009	69:30-Cer	Duplication	62
009	72:33-Bta..33-Bbu	Host Switch	62
009	76:33-Bta	Duplication	62
009	52:53	Cospeciation	50
009	86:15-Cli..55-54	Host Switch	39
009	78:33-Bta	Duplication	61
009	79:30-Cer..33-Bta	Host Switch	61
009	80:30	Cospeciation	56
009	81:35-Dle..35-34	Host Switch	49
009	82:36-Sus..35-Dle	Host Switch	48
009	83:25-Eca..36-Sus	Host Switch	45
009	84:25-Eca..55-54	Host Switch	42
009	85:15-Cli..25-Eca	Host Switch	40
009	77:33-Bta	Duplication	62
009	49:15-Cli..14-Sph	Host Switch	43
009	48:15-Cli..7-Ana	Host Switch	46
009	25:45	Cospeciation	61
009	3:2-Cmy	Duplication	62
009	4:2	Cospeciation	25
009	9:10-Aor	Duplication	54
009	10:16-10..7-6	Host Switch	46
009	11:16-10	Duplication	42
009	14:54-42	Duplication	53
009	19:38-Pte	Duplication	62
009	20:57-Mac..38-Pte	Host Switch	54
009	24:45-Ptr..45-Hsa	Host Switch	62
009	47:15-Cli..7-6	Host Switch	49
009	87:17-16	Duplication	28
009	31:48-Cae..51-Pap	Host Switch	62
009	32:53-52	Duplication	55
009	33:53-45..53-52	Host Switch	54
009	34:53-45..57-Mac	Host Switch	52
009	35:54-53..55-Ocu	Host Switch	49
009	36:54	Cospeciation	47
009	41:15-Cli..14-Fme	Host Switch	62
009	45:6-Gga	Duplication	59
009	46:6-Mga..6-Gga	Host Switch	53
009	30:51-Pap	Duplication	62
010	4:2	Cospeciation	25
010	3:2-Cmy	Duplication	62
010	88:18-2..18-17	Host Switch	23
010	47:7-6..15-Cli	Host Switch	49
010	46:6-Mga..6-Gga	Host Switch	53
010	45:6-Gga	Duplication	59
010	41:15-Cli..14-Fme	Host Switch	62
010	36:54	Cospeciation	47
010	35:54-53..55-Ocu	Host Switch	49
010	34:53-45..57-Mac	Host Switch	52
010	33:53-45..53-52	Host Switch	54
010	48:7-Ana..7-6	Host Switch	46
010	31:51-Pap..48-Cae	Host Switch	62
010	25:45	Cospeciation	60
010	24:45-Ptr..45-Hsa	Host Switch	62
010	20:57-Mac..38-Pte	Host Switch	54
010	19:38-Pte	Duplication	62
010	14:54-42	Duplication	53
010	11:16-10	Duplication	42
010	10:16-10..7-6	Host Switch	46
010	9:10-Aor	Duplication	54
010	30:51-Pap	Duplication	62
010	49:7-Ana..14-Sph	Host Switch	43
010	32:52-51	Duplication	58
010	55:24-Fca..24-Clu	Host Switch	52
010	52:53	Cospeciation	51
010	86:7-Ana..55-54	Host Switch	39
010	85:7-Ana..25-Eca	Host Switch	40
010	84:25-Eca..55-54	Host Switch	42
010	83:25-Eca..36-Sus	Host Switch	45
010	82:36-Sus..35-Dle	Host Switch	48
010	81:35-Dle..35-34	Host Switch	49
010	80:30	Cospeciation	56
010	79:30-Cer..33-Bta	Host Switch	61
010	87:17	Cospeciation	27
010	60:25-Eca	Duplication	62
010	77:33-Bta	Duplication	62
010	76:33-Bta	Duplication	62
010	72:33-Bta..33-Bbu	Host Switch	62
010	69:30-Cer	Duplication	62
010	63:25-Eca..24-Fca	Host Switch	48
010	62:25-Eca	Duplication	54
010	61:25-Eca	Duplication	61
010	78:33-Bta	Duplication	61
011	33:53-45..53-52	Host Switch	54
011	34:57-Mac..53-45	Host Switch	52
011	35:57-Mac..55-Ocu	Host Switch	49
011	47:7-6..15-Cli	Host Switch	49
011	41:15-Cli..14-Fme	Host Switch	62
011	45:6-Gga	Duplication	59
011	32:48-Cae..51-Mmt	Host Switch	61
011	46:6-Mga..6-Gga	Host Switch	53
011	36:57-Mac..54-42	Host Switch	48
011	31:48-Cae..51-Pap	Host Switch	62
011	19:38-Pte	Duplication	62
011	25:45	Cospeciation	61
011	24:45-Ptr..45-Hsa	Host Switch	62
011	20:57-Mac..38-Pte	Host Switch	54
011	14:54-42	Duplication	53
011	11:16-10	Duplication	42
011	10:16-10..7-6	Host Switch	46
011	9:10-Aor	Duplication	54
011	4:2	Cospeciation	25
011	3:2-Cmy	Duplication	62
011	30:51-Pap	Duplication	62
011	48:7-Ana..7-6	Host Switch	46
011	88:18-2..18-17	Host Switch	23
011	52:53	Cospeciation	50
011	49:7-Ana..14-Sph	Host Switch	43
011	87:17	Cospeciation	28
011	86:7-Ana..57-Mac	Host Switch	39
011	85:7-Ana..25-Eca	Host Switch	40
011	84:25-Eca..55-54	Host Switch	42
011	83:25-Eca..36-Sus	Host Switch	45
011	81:35-Dle..35-34	Host Switch	49
011	80:30	Cospeciation	58
011	79:30-Cer..33-Bta	Host Switch	61
011	82:36-Sus..35-Dle	Host Switch	48
011	77:33-Bta	Duplication	62
011	55:24-Fca..24-Clu	Host Switch	52
011	78:33-Bta	Duplication	61
011	61:25-Eca	Duplication	61
011	62:25-Eca	Duplication	54
011	60:25-Eca	Duplication	62
011	69:30-Cer	Duplication	62
011	72:33-Bta..33-Bbu	Host Switch	62
011	76:33-Bta	Duplication	62
011	63:25-Eca..24-Fca	Host Switch	48
012	76:33-Bta	Duplication	62
012	60:25-Eca	Duplication	62
012	61:25-Eca	Duplication	61
012	62:25-Eca	Duplication	54
012	63:25-Eca..24-Fca	Host Switch	48
012	69:30-Cer	Duplication	62
012	72:33-Bta..33-Bbu	Host Switch	62
012	77:33-Bta	Duplication	62
012	87:57-Mac..17-16	Host Switch	28
012	79:30-Cer..33-Bta	Host Switch	61
012	80:30	Cospeciation	57
012	81:35-Dle..35-34	Host Switch	49
012	82:36-Sus..35-Dle	Host Switch	48
012	83:25-Eca..36-Sus	Host Switch	45
012	84:25-Eca..55-54	Host Switch	42
012	85:7-Ana..25-Eca	Host Switch	40
012	86:57-Mac..7-Ana	Host Switch	39
012	55:24-Fca..24-Clu	Host Switch	52
012	78:33-Bta	Duplication	61
012	52:53	Cospeciation	51
012	33:53-45..53-52	Host Switch	54
012	48:7-Ana..7-6	Host Switch	46
012	9:10-Aor	Duplication	54
012	10:16-10..7-6	Host Switch	46
012	11:16-10	Duplication	42
012	14:42-Ate..42-Sai	Host Switch	54
012	19:38-Pte	Duplication	62
012	20:57-Mac..38-Pte	Host Switch	54
012	24:45-Ptr..45-Hsa	Host Switch	62
012	25:45	Cospeciation	60
012	30:51-Pap	Duplication	62
012	31:48-Cae..51-Pap	Host Switch	62
012	32:52-48..51-Mmt	Host Switch	61
012	88:18-2..57-Mac	Host Switch	23
012	34:57-Mac..53-45	Host Switch	52
012	35:57-Mac..55-Ocu	Host Switch	49
012	36:57-Mac..54-42	Host Switch	48
012	41:15-Cli..14-Fme	Host Switch	62
012	45:6-Gga	Duplication	59
012	46:6-Mga..6-Gga	Host Switch	54
012	47:7-6..15-Cli	Host Switch	49
012	49:7-Ana..14-Sph	Host Switch	43
012	4:2	Cospeciation	24
012	3:2-Cmy	Duplication	62
013	86:15-Cli..55-54	Host Switch	39
013	49:15-Cli..14-Sph	Host Switch	43
013	52:53	Cospeciation	50
013	55:24-Fca..24-Clu	Host Switch	52
013	60:25-Eca	Duplication	62
013	61:25-Eca	Duplication	61
013	62:25-Eca	Duplication	54
013	63:25-Eca..24-Fca	Host Switch	48
013	69:30-Cer	Duplication	62
013	48:15-Cli..7-Ana	Host Switch	46
013	72:33-Bta..33-Bbu	Host Switch	62
013	77:33-Bta	Duplication	62
013	78:33-Bta	Duplication	61
013	79:30-Cer..33-Bta	Host Switch	61
013	80:30	Cospeciation	57
013	81:35-Dle..35-34	Host Switch	49
013	82:36-Sus..35-Dle	Host Switch	48
013	83:25-Eca..36-Sus	Host Switch	45
013	87:17-16	Duplication	28
013	76:33-Bta	Duplication	62
013	47:15-Cli..7-6	Host Switch	49
013	46:6-Mga..6-Gga	Host Switch	53
013	45:6-Gga	Duplication	59
013	3:2-Cmy	Duplication	62
013	4:2	Cospeciation	24
013	9:10-Aor	Duplication	54
013	10:16-10..7-6	Host Switch	46
013	11:16-10	Duplication	42
013	14:54-42	Duplication	53
013	19:38-Pte	Duplication	62
013	20:57-Mac..38-Pte	Host Switch	54
013	24:45-Hsa..45-Ptr	Host Switch	62
013	88:18-2..18-17	Host Switch	23
013	25:45-Hsa	Duplication	61
013	30:51-Pap	Duplication	62
013	31:48-Cae..51-Pap	Host Switch	62
013	32:53-52	Duplication	55
013	33:53-45..53-52	Host Switch	54
013	34:53-45..57-Mac	Host Switch	52
013	35:54-53..55-Ocu	Host Switch	49
013	36:54	Cospeciation	48
013	41:15-Cli..14-Fme	Host Switch	62
013	84:25-Eca..55-54	Host Switch	42
013	85:15-Cli..25-Eca	Host Switch	40
014	10:16-10..7-6	Host Switch	46
014	88:18-2..18-17	Host Switch	23
014	48:7-Ana..7-6	Host Switch	46
014	47:7-6..15-Cli	Host Switch	49
014	46:6-Mga..6-Gga	Host Switch	53
014	45:6-Gga	Duplication	59
014	41:15-Cli..14-Fme	Host Switch	62
014	36:54	Cospeciation	47
014	35:54-53..55-Ocu	Host Switch	49
014	34:53-45..57-Mac	Host Switch	52
014	32:52-51	Duplication	56
014	31:51-Pap..48-Cae	Host Switch	62
014	30:51-Pap	Duplication	62
014	25:45	Cospeciation	60
014	24:45-Ptr..45-Hsa	Host Switch	62
014	20:57-Mac..38-Pte	Host Switch	54
014	19:38-Pte	Duplication	62
014	14:54-42	Duplication	53
014	11:16-10	Duplication	42
014	49:7-Ana..14-Sph	Host Switch	43
014	9:10-Aor	Duplication	54
014	52:53	Cospeciation	50
014	60:25-Eca	Duplication	62
014	87:17	Cospeciation	27
014	86:7-Ana..55-54	Host Switch	39
014	85:7-Ana..25-Eca	Host Switch	40
014	84:25-Eca..55-54	Host Switch	42
014	83:25-Eca..36-Sus	Host Switch	45
014	82:36-Sus..35-Dle	Host Switch	48
014	81:35-Dle..35-34	Host Switch	49
014	80:30	Cospeciation	57
014	79:30-Cer..33-Bta	Host Switch	61
014	78:33-Bta	Duplication	61
014	77:33-Bta	Duplication	62
014	76:33-Bta	Duplication	62
014	72:33-Bta..33-Bbu	Host Switch	62
014	69:30-Cer	Duplication	62
014	63:25-Eca..24-Fca	Host Switch	48
014	62:25-Eca	Duplication	54
014	61:25-Eca	Duplication	61
014	55:24-Fca..24-Clu	Host Switch	52
014	33:53-45..53-52	Host Switch	54
014	3:2-Cmy	Duplication	62
014	4:2	Cospeciation	25
015	4:2	Cospeciation	24
015	47:7-6..15-Cli	Host Switch	49
015	46:6-Mga..6-Gga	Host Switch	53
015	45:6-Gga	Duplication	59
015	41:15-Cli..14-Fme	Host Switch	62
015	36:54	Cospeciation	47
015	35:54-53..55-Ocu	Host Switch	49
015	34:53-45..57-Mac	Host Switch	52
015	33:53-45..53-52	Host Switch	54
015	32:52-51	Duplication	58
015	31:51-Pap..48-Cae	Host Switch	62
015	30:51-Pap	Duplication	62
015	25:45	Cospeciation	60
015	24:45-Ptr..45-Hsa	Host Switch	62
015	20:57-Mac..38-Pte	Host Switch	54
015	19:38-Pte	Duplication	62
015	14:54-42	Duplication	53
015	11:16-10	Duplication	42
015	10:16-10..7-6	Host Switch	46
015	48:7-Ana..7-6	Host Switch	46
015	3:2-Cmy	Duplication	62
015	49:7-Ana..14-Sph	Host Switch	43
015	55:24-Fca..24-Clu	Host Switch	52
015	88:18-2..18-17	Host Switch	23
015	87:17	Cospeciation	27
015	86:7-Ana..55-54	Host Switch	39
015	85:7-Ana..25-Eca	Host Switch	40
015	84:25-Eca..55-54	Host Switch	42
015	83:25-Eca..36-Sus	Host Switch	45
015	82:36-Sus..35-Dle	Host Switch	48
015	81:35-Dle..35-34	Host Switch	49
015	80:30	Cospeciation	56
015	79:30-Cer..33-Bta	Host Switch	61
015	78:33-Bta	Duplication	61
015	77:33-Bta	Duplication	62
015	76:33-Bta	Duplication	62
015	72:33-Bta..33-Bbu	Host Switch	62
015	69:30-Cer	Duplication	62
015	63:25-Eca..24-Fca	Host Switch	48
015	62:25-Eca	Duplication	54
015	61:25-Eca	Duplication	61
015	60:25-Eca	Duplication	62
015	52:53	Cospeciation	51
015	9:10-Aor	Duplication	54
016	4:2	Cospeciation	24
016	9:10-Aor	Duplication	54
016	47:7-6..15-Cli	Host Switch	49
016	46:6-Mga..6-Gga	Host Switch	53
016	45:6-Gga	Duplication	59
016	41:15-Cli..14-Fme	Host Switch	62
016	36:57-Mac..54-42	Host Switch	48
016	35:57-Mac..55-Ocu	Host Switch	49
016	34:57-Mac..53-45	Host Switch	52
016	33:53-45..53-52	Host Switch	54
016	48:7-Ana..7-6	Host Switch	46
016	32:52-48..51-Mmt	Host Switch	61
016	30:51-Pap	Duplication	62
016	25:45	Cospeciation	60
016	24:45-Ptr..45-Hsa	Host Switch	62
016	20:57-Mac..38-Pte	Host Switch	54
016	19:38-Pte	Duplication	62
016	14:54-42	Duplication	53
016	11:16-10	Duplication	42
016	10:16-10..7-6	Host Switch	46
016	31:48-Cae..51-Pap	Host Switch	62
016	49:7-Ana..14-Sph	Host Switch	43
016	52:53	Cospeciation	51
016	55:24-Fca..24-Clu	Host Switch	52
016	88:18-2..18-17	Host Switch	23
016	87:17	Cospeciation	28
