cost_regime	event_id	event_type	time_zone
069	55:24-Fca..24-Clu	Host Switch	52
069	82:36-Sus..35-Dle	Host Switch	48
069	83:25-Eca..36-Sus	Host Switch	45
069	84:25-Eca..55-54	Host Switch	42
069	85:15-Cli..25-Eca	Host Switch	40
069	86:15-Cli..55-54	Host Switch	39
069	87:17-16	Duplication	28
069	88:18-2..18-17	Host Switch	23
069	78:33-Bta	Duplication	61
069	52:54-53	Duplication	50
069	45:6-Gga	Duplication	59
069	48:15-Cli..7-Ana	Host Switch	46
069	3:2-Cmy	Duplication	62
069	4:18-2	Duplication	24
069	9:10-Aor	Duplication	54
069	10:16-10..7-6	Host Switch	46
069	11:16-10	Duplication	42
069	14:54-42	Duplication	53
069	19:38-Pte	Duplication	62
069	20:57-Mac..38-Pte	Host Switch	54
069	24:45-Ptr..45-Hsa	Host Switch	62
069	25:53-45	Duplication	61
069	30:51-Pap	Duplication	62
069	31:48-Cae..51-Pap	Host Switch	62
069	33:53-45..53-52	Host Switch	54
069	34:53-45..57-Mac	Host Switch	52
069	35:54-53..55-Ocu	Host Switch	49
069	36:55-54	Duplication	48
069	41:15-Cli..14-Fme	Host Switch	62
069	46:6-Mga..6-Gga	Host Switch	53
069	47:15-Cli..7-6	Host Switch	49
069	49:15-Cli..14-Sph	Host Switch	43
069	32:53-52	Duplication	55
070	88:18-2..57-Mac	Host Switch	23
070	4:2-The..2-Cmy	Host Switch	29
070	55:24-Fca..24-Clu	Host Switch	52
070	60:25-Eca	Duplication	62
070	61:25-Eca	Duplication	61
070	62:25-Eca	Duplication	54
070	63:25-Eca..24-Fca	Host Switch	48
070	69:30-Cer	Duplication	62
070	76:33-Bta	Duplication	62
070	77:33-Bta	Duplication	62
070	52:53-45..53-52	Host Switch	52
070	78:33-Bta	Duplication	61
070	80:30-Rta..30-Cer	Host Switch	59
070	81:35-Dle..35-34	Host Switch	49
070	82:36-Sus..35-Dle	Host Switch	48
070	83:25-Eca..36-Sus	Host Switch	45
070	84:25-Eca..55-54	Host Switch	42
070	85:7-Ana..25-Eca	Host Switch	40
070	87:57-Mac..17-16	Host Switch	28
070	3:2-Cmy	Duplication	62
070	79:30-Cer..33-Bta	Host Switch	61
070	49:7-Ana..14-Sph	Host Switch	43
070	72:33-Bta..33-Bbu	Host Switch	62
070	48:7-Ana..7-6	Host Switch	46
070	9:10-Aor	Duplication	54
070	86:57-Mac..7-Ana	Host Switch	39
070	11:16-10	Duplication	42
070	14:54-42	Duplication	53
070	19:38-Pte	Duplication	62
070	20:57-Mac..38-Pte	Host Switch	54
070	24:45-Hsa..45-Ptr	Host Switch	62
070	25:45-Hsa	Duplication	61
070	30:51-Pap	Duplication	62
070	31:48-Cae..51-Pap	Host Switch	62
070	10:16-10..7-6	Host Switch	46
070	33:53-45..53-52	Host Switch	54
070	32:52-48..51-Mmt	Host Switch	61
070	46:6-Mga..6-Gga	Host Switch	53
070	45:6-Gga	Duplication	59
070	41:15-Cli..14-Fme	Host Switch	62
070	47:7-6..15-Cli	Host Switch	49
070	35:57-Mac..55-Ocu	Host Switch	49
070	34:57-Mac..53-45	Host Switch	52
070	36:57-Mac..54-42	Host Switch	48
071	76:33-Bta	Duplication	62
071	61:25-Eca	Duplication	61
071	62:25-Eca	Duplication	54
071	63:25-Eca..24-Fca	Host Switch	48
071	69:30-Cer	Duplication	62
071	60:25-Eca	Duplication	62
071	72:33-Bta..33-Bbu	Host Switch	62
071	77:33-Bta	Duplication	62
071	82:36-Sus..35-Dle	Host Switch	48
071	79:30-Cer..33-Bta	Host Switch	61
071	80:30	Cospeciation	59
071	81:35-Dle..35-34	Host Switch	49
071	83:25-Eca..36-Sus	Host Switch	45
071	84:25-Eca..55-54	Host Switch	42
071	85:7-Ana..25-Eca	Host Switch	40
071	86:57-Mac..7-Ana	Host Switch	39
071	55:24-Fca..24-Clu	Host Switch	52
071	78:33-Bta	Duplication	61
071	52:53	Cospeciation	51
071	10:16-10..7-6	Host Switch	46
071	48:7-Ana..7-6	Host Switch	46
071	4:2	Cospeciation	24
071	9:10-Aor	Duplication	54
071	11:16-10	Duplication	42
071	14:42-Ate..42-Sai	Host Switch	54
071	19:38-Pte	Duplication	62
071	20:57-Mac..38-Pte	Host Switch	54
071	24:45-Hsa..45-Ptr	Host Switch	62
071	25:45-Hsa	Duplication	61
071	30:51-Pap	Duplication	62
071	31:48-Cae..51-Pap	Host Switch	62
071	32:52-48..51-Mmt	Host Switch	61
071	33:53-45..53-52	Host Switch	54
071	34:57-Mac..53-45	Host Switch	52
071	35:57-Mac..55-Ocu	Host Switch	49
071	36:57-Mac..54-42	Host Switch	48
071	41:15-Cli..14-Fme	Host Switch	62
071	45:6-Gga	Duplication	59
071	46:6-Mga..6-Gga	Host Switch	54
071	47:7-6..15-Cli	Host Switch	49
071	49:7-Ana..14-Sph	Host Switch	43
071	87:57-Mac..17-16	Host Switch	28
071	88:18-2..57-Mac	Host Switch	23
071	3:2-Cmy	Duplication	62
072	41:15-Cli..14-Fme	Host Switch	62
072	36:57-Mac..54-42	Host Switch	48
072	35:57-Mac..55-Ocu	Host Switch	49
072	34:57-Mac..53-45	Host Switch	52
072	33:53-45..53-52	Host Switch	54
072	32:48-Cae..51-Mmt	Host Switch	61
072	31:48-Cae..51-Pap	Host Switch	62
072	30:51-Pap	Duplication	62
072	25:45	Cospeciation	61
072	24:45-Ptr..45-Hsa	Host Switch	62
072	20:57-Mac..38-Pte	Host Switch	54
072	19:38-Pte	Duplication	62
072	14:42-Ate..42-Sai	Host Switch	54
072	11:16-10	Duplication	42
072	10:16-10..7-6	Host Switch	46
072	9:10-Aor	Duplication	54
072	4:2	Cospeciation	24
072	3:2-Cmy	Duplication	62
072	88:18-2..57-Mac	Host Switch	23
072	45:6-Gga	Duplication	59
072	46:6-Mga..6-Gga	Host Switch	54
072	87:57-Mac..17-16	Host Switch	28
072	48:7-Ana..7-6	Host Switch	46
072	47:7-6..15-Cli	Host Switch	49
072	85:7-Ana..25-Eca	Host Switch	40
072	84:25-Eca..55-54	Host Switch	42
072	83:25-Eca..36-Sus	Host Switch	45
072	82:36-Sus..35-Dle	Host Switch	48
072	81:35-Dle..35-34	Host Switch	49
072	80:30	Cospeciation	58
072	79:30-Cer..33-Bta	Host Switch	61
072	78:33-Bta	Duplication	61
072	77:33-Bta	Duplication	62
072	86:57-Mac..7-Ana	Host Switch	39
072	72:33-Bta..33-Bbu	Host Switch	62
072	69:30-Cer	Duplication	62
072	63:25-Eca..24-Fca	Host Switch	48
072	62:25-Eca	Duplication	54
072	61:25-Eca	Duplication	61
072	60:25-Eca	Duplication	62
072	55:24-Fca..24-Clu	Host Switch	52
072	52:53	Cospeciation	51
072	49:7-Ana..14-Sph	Host Switch	43
072	76:33-Bta	Duplication	62
073	32:52-51	Duplication	57
073	33:53-45..53-52	Host Switch	54
073	34:53-45..57-Mac	Host Switch	52
073	45:6-Gga	Duplication	59
073	36:55-54	Duplication	47
073	41:15-Cli..14-Fme	Host Switch	62
073	46:6-Mga..6-Gga	Host Switch	53
073	35:54-53..55-Ocu	Host Switch	49
073	31:51-Pap..48-Cae	Host Switch	62
073	20:57-Mac..38-Pte	Host Switch	54
073	25:45-Hsa	Duplication	61
073	24:45-Hsa..45-Ptr	Host Switch	62
073	19:38-Pte	Duplication	62
073	14:54-42	Duplication	53
073	11:16-10	Duplication	42
073	10:16-10..7-6	Host Switch	46
073	9:10-Aor	Duplication	54
073	47:7-6..15-Cli	Host Switch	49
073	4:18-2	Duplication	24
073	30:51-Pap	Duplication	62
073	48:7-Ana..7-6	Host Switch	46
073	77:33-Bta	Duplication	62
073	52:54-53	Duplication	51
073	3:2-Cmy	Duplication	62
073	87:18-17	Duplication	28
073	86:7-Ana..55-54	Host Switch	39
073	85:7-Ana..25-Eca	Host Switch	40
073	84:25-Eca..55-54	Host Switch	42
073	83:25-Eca..36-Sus	Host Switch	45
073	82:36-Sus..35-Dle	Host Switch	48
073	81:35-Dle..35-34	Host Switch	49
073	80:34-30	Duplication	59
073	79:30-Cer..33-Bta	Host Switch	61
073	78:33-Bta	Duplication	61
073	76:33-Bta	Duplication	62
073	72:33-Bta..33-Bbu	Host Switch	62
073	69:30-Cer	Duplication	62
073	63:25-Eca..24-Fca	Host Switch	48
073	62:25-Eca	Duplication	54
073	61:25-Eca	Duplication	61
073	60:25-Eca	Duplication	62
073	55:24-Fca..24-Clu	Host Switch	52
073	49:7-Ana..14-Sph	Host Switch	43
073	88:18-2..18-17	Host Switch	23
074	88:18-2..57-Mac	Host Switch	23
074	77:33-Bta	Duplication	62
074	55:24-Fca..24-Clu	Host Switch	52
074	60:25-Eca	Duplication	62
074	62:25-Eca	Duplication	54
074	63:25-Eca..24-Fca	Host Switch	48
074	69:30-Cer	Duplication	62
074	72:33-Bta..33-Bbu	Host Switch	62
074	76:33-Bta	Duplication	62
074	78:33-Bta	Duplication	61
074	52:53	Cospeciation	51
074	79:30-Cer..33-Bta	Host Switch	61
074	81:35-Dle..35-34	Host Switch	49
074	82:36-Sus..35-Dle	Host Switch	48
074	83:25-Eca..36-Sus	Host Switch	45
074	84:25-Eca..55-54	Host Switch	42
074	85:7-Ana..25-Eca	Host Switch	40
074	86:57-Mac..7-Ana	Host Switch	39
074	87:57-Mac..17-16	Host Switch	28
074	3:2-Cmy	Duplication	62
074	80:30	Cospeciation	58
074	49:7-Ana..14-Sph	Host Switch	43
074	61:25-Eca	Duplication	61
074	47:7-6..15-Cli	Host Switch	49
074	4:2	Cospeciation	24
074	9:10-Aor	Duplication	54
074	10:16-10..7-6	Host Switch	46
074	11:16-10	Duplication	42
074	14:54-42	Duplication	53
074	19:38-Pte	Duplication	62
074	48:7-Ana..7-6	Host Switch	46
074	24:45-Hsa..45-Ptr	Host Switch	62
074	25:45-Hsa	Duplication	61
074	30:51-Pap	Duplication	62
074	20:57-Mac..38-Pte	Host Switch	54
074	32:52-51	Duplication	56
074	33:53-45..53-52	Host Switch	54
074	34:57-Mac..53-45	Host Switch	52
074	35:57-Mac..55-Ocu	Host Switch	49
074	36:57-Mac..54-42	Host Switch	48
074	41:15-Cli..14-Fme	Host Switch	62
074	45:6-Gga	Duplication	59
074	31:51-Pap..48-Cae	Host Switch	62
074	46:6-Mga..6-Gga	Host Switch	53
075	52:53	Cospeciation	51
075	72:33-Bta..33-Bbu	Host Switch	62
075	69:30-Cer	Duplication	62
075	63:25-Eca..24-Fca	Host Switch	48
075	55:24-Fca..24-Clu	Host Switch	52
075	61:25-Eca	Duplication	61
075	60:25-Eca	Duplication	62
075	76:33-Bta	Duplication	62
075	62:25-Eca	Duplication	54
075	77:33-Bta	Duplication	62
075	45:6-Gga	Duplication	59
075	79:30-Cer..33-Bta	Host Switch	61
075	80:30	Cospeciation	57
075	81:35-Dle..35-34	Host Switch	49
075	82:36-Sus..35-Dle	Host Switch	48
075	83:25-Eca..36-Sus	Host Switch	45
075	84:25-Eca..55-54	Host Switch	42
075	85:7-Ana..25-Eca	Host Switch	40
075	87:57-Mac..17-16	Host Switch	28
075	88:18-2..57-Mac	Host Switch	23
075	49:7-Ana..14-Sph	Host Switch	43
075	78:33-Bta	Duplication	61
075	48:7-Ana..7-6	Host Switch	46
075	20:57-Mac..38-Pte	Host Switch	54
075	46:6-Mga..6-Gga	Host Switch	54
075	86:57-Mac..7-Ana	Host Switch	39
075	47:7-6..15-Cli	Host Switch	49
075	4:2	Cospeciation	25
075	9:10-Aor	Duplication	54
075	10:16-10..7-6	Host Switch	46
075	11:16-10	Duplication	42
075	14:42-Ate..42-Sai	Host Switch	54
075	19:38-Pte	Duplication	62
075	24:45-Ptr..45-Hsa	Host Switch	62
075	3:2-Cmy	Duplication	62
075	30:51-Pap	Duplication	62
075	25:45	Cospeciation	61
075	36:57-Mac..54-42	Host Switch	48
075	35:57-Mac..55-Ocu	Host Switch	49
075	34:57-Mac..53-45	Host Switch	52
075	41:15-Cli..14-Fme	Host Switch	62
075	32:48-Cae..51-Mmt	Host Switch	61
075	31:48-Cae..51-Pap	Host Switch	62
075	33:53-45..53-52	Host Switch	54
076	52:53	Cospeciation	51
076	45:6-Gga	Duplication	59
076	46:6-Mga..6-Gga	Host Switch	54
076	47:7-6..15-Cli	Host Switch	49
076	48:7-Ana..7-6	Host Switch	46
076	41:15-Cli..14-Fme	Host Switch	62
076	49:7-Ana..14-Sph	Host Switch	43
076	55:24-Fca..24-Clu	Host Switch	52
076	69:30-Cer	Duplication	62
076	61:25-Eca	Duplication	61
076	62:25-Eca	Duplication	54
076	63:25-Eca..24-Fca	Host Switch	48
076	72:33-Bta..33-Bbu	Host Switch	62
076	76:33-Bta	Duplication	62
076	78:33-Bta	Duplication	61
076	77:33-Bta	Duplication	62
076	36:57-Mac..54-42	Host Switch	48
076	60:25-Eca	Duplication	62
076	35:57-Mac..55-Ocu	Host Switch	49
076	84:25-Eca..55-54	Host Switch	42
076	32:48-Cae..51-Mmt	Host Switch	61
076	88:18-2..57-Mac	Host Switch	23
076	79:30-Cer..33-Bta	Host Switch	61
076	83:25-Eca..36-Sus	Host Switch	45
076	86:57-Mac..7-Ana	Host Switch	39
076	85:7-Ana..25-Eca	Host Switch	40
076	3:2-Cmy	Duplication	62
076	4:2	Cospeciation	25
076	9:10-Aor	Duplication	54
076	10:16-10..7-6	Host Switch	46
076	11:16-10	Duplication	42
076	14:42-Ate..42-Sai	Host Switch	54
076	19:38-Pte	Duplication	62
076	20:57-Mac..38-Pte	Host Switch	54
076	24:45-Ptr..45-Hsa	Host Switch	62
076	25:45	Cospeciation	61
076	30:51-Pap	Duplication	62
076	31:48-Cae..51-Pap	Host Switch	62
076	34:57-Mac..53-45	Host Switch	52
076	80:30	Cospeciation	57
076	33:53-45..53-52	Host Switch	54
076	81:35-Dle..35-34	Host Switch	49
076	87:57-Mac..17-16	Host Switch	28
076	82:36-Sus..35-Dle	Host Switch	48
077	4:18-2	Duplication	25
077	49:7-Ana..14-Sph	Host Switch	43
077	48:7-Ana..7-6	Host Switch	46
077	47:7-6..15-Cli	Host Switch	49
077	46:6-Mga..6-Gga	Host Switch	53
077	45:6-Gga	Duplication	59
077	87:18-17	Duplication	28
077	41:15-Cli..14-Fme	Host Switch	62
077	35:54-53..55-Ocu	Host Switch	49
077	52:54-53	Duplication	51
077	34:53-45..57-Mac	Host Switch	52
077	33:53-45..53-52	Host Switch	54
077	32:53-52	Duplication	55
077	31:48-Cae..51-Pap	Host Switch	62
077	30:51-Pap	Duplication	62
077	25:45-Hsa	Duplication	61
077	36:55-54	Duplication	48
077	55:24-Fca..24-Clu	Host Switch	52
077	61:25-Eca	Duplication	61
077	24:45-Hsa..45-Ptr	Host Switch	62
077	86:7-Ana..55-54	Host Switch	39
077	9:10-Aor	Duplication	54
077	85:7-Ana..25-Eca	Host Switch	40
077	84:25-Eca..55-54	Host Switch	42
077	88:18-2..18-17	Host Switch	23
077	83:25-Eca..36-Sus	Host Switch	45
077	82:36-Sus..35-Dle	Host Switch	48
077	60:25-Eca	Duplication	62
077	81:35-Dle..35-34	Host Switch	49
077	79:30-Cer..33-Bta	Host Switch	61
077	78:33-Bta	Duplication	61
077	76:33-Bta	Duplication	62
077	72:33-Bta..33-Bbu	Host Switch	62
077	69:30-Cer	Duplication	62
077	63:25-Eca..24-Fca	Host Switch	48
077	62:25-Eca	Duplication	54
077	80:34-30	Duplication	56
077	20:57-Mac..38-Pte	Host Switch	54
077	77:33-Bta	Duplication	62
077	3:2-Cmy	Duplication	62
077	10:16-10..7-6	Host Switch	46
077	11:16-10	Duplication	42
077	14:54-42	Duplication	53
077	19:38-Pte	Duplication	62
078	33:53-45..53-52	Host Switch	54
078	49:7-Ana..14-Sph	Host Switch	43
078	48:7-Ana..7-6	Host Switch	46
078	47:7-6..15-Cli	Host Switch	49
078	46:6-Mga..6-Gga	Host Switch	53
078	45:6-Gga	Duplication	59
078	41:15-Cli..14-Fme	Host Switch	62
078	36:54	Cospeciation	47
078	35:54-53..55-Ocu	Host Switch	49
078	34:53-45..57-Mac	Host Switch	52
078	30:51-Pap	Duplication	62
078	31:51-Pap..48-Cae	Host Switch	62
078	52:53	Cospeciation	51
078	25:45-Hsa	Duplication	61
078	4:2	Cospeciation	24
078	24:45-Hsa..45-Ptr	Host Switch	62
078	10:16-10..7-6	Host Switch	46
078	3:2-Cmy	Duplication	62
078	11:16-10	Duplication	42
078	14:54-42	Duplication	53
078	32:52-51	Duplication	58
078	9:10-Aor	Duplication	54
078	60:25-Eca	Duplication	62
078	19:38-Pte	Duplication	62
078	88:18-2..57-56	Host Switch	23
078	87:57-56..17-16	Host Switch	28
078	86:55-54	Duplication	39
078	85:55-54..7-Ana	Host Switch	40
078	84:55-54..25-Eca	Host Switch	42
078	83:25-Eca..36-Sus	Host Switch	45
078	82:36-Sus..35-Dle	Host Switch	48
078	81:35-Dle..35-34	Host Switch	49
078	80:30	Cospeciation	56
078	55:24-Fca..24-Clu	Host Switch	52
078	79:30-Cer..33-Bta	Host Switch	61
078	78:33-Bta	Duplication	61
078	77:33-Bta	Duplication	62
078	76:33-Bta	Duplication	62
078	72:33-Bta..33-Bbu	Host Switch	62
078	69:30-Cer	Duplication	62
078	63:25-Eca..24-Fca	Host Switch	48
078	62:25-Eca	Duplication	54
078	61:25-Eca	Duplication	61
078	20:57-Mac..38-Pte	Host Switch	54
079	3:2-Cmy	Duplication	62
079	80:30	Cospeciation	58
079	81:35-Dle..35-34	Host Switch	49
079	9:10-Aor	Duplication	54
079	55:24-Fca..24-Clu	Host Switch	52
079	60:25-Eca	Duplication	62
079	61:25-Eca	Duplication	61
079	62:25-Eca	Duplication	54
079	63:25-Eca..24-Fca	Host Switch	48
079	69:30-Cer	Duplication	62
079	72:33-Bta..33-Bbu	Host Switch	62
079	4:2	Cospeciation	24
079	52:53	Cospeciation	51
079	77:33-Bta	Duplication	62
079	79:30-Cer..33-Bta	Host Switch	61
079	88:18-2..57-Mac	Host Switch	23
079	87:57-Mac..17-16	Host Switch	28
079	86:57-Mac..7-Ana	Host Switch	39
079	85:7-Ana..25-Eca	Host Switch	40
079	84:25-Eca..55-54	Host Switch	42
079	83:25-Eca..36-Sus	Host Switch	45
079	82:36-Sus..35-Dle	Host Switch	48
079	78:33-Bta	Duplication	61
079	49:7-Ana..14-Sph	Host Switch	43
079	76:33-Bta	Duplication	62
079	47:7-6..15-Cli	Host Switch	49
079	48:7-Ana..7-6	Host Switch	46
079	10:16-10..7-6	Host Switch	46
079	11:16-10	Duplication	42
079	14:54-42	Duplication	53
079	19:38-Pte	Duplication	62
079	20:57-Mac..38-Pte	Host Switch	54
079	25:45-Hsa	Duplication	61
079	30:51-Pap	Duplication	62
079	24:45-Hsa..45-Ptr	Host Switch	62
079	32:52-51	Duplication	56
079	46:6-Mga..6-Gga	Host Switch	53
079	31:51-Pap..48-Cae	Host Switch	62
079	41:15-Cli..14-Fme	Host Switch	62
079	36:57-Mac..54-42	Host Switch	48
079	45:6-Gga	Duplication	59
079	34:57-Mac..53-45	Host Switch	52
079	33:53-45..53-52	Host Switch	54
079	35:57-Mac..55-Ocu	Host Switch	49
080	78:33-Bta	Duplication	61
080	61:25-Eca	Duplication	61
080	62:25-Eca	Duplication	54
080	63:25-Eca..24-Fca	Host Switch	48
080	69:30-Cer	Duplication	62
080	72:33-Bta..33-Bbu	Host Switch	62
080	76:33-Bta	Duplication	62
080	77:33-Bta	Duplication	62
080	79:30-Cer..33-Bta	Host Switch	61
080	88:18-2..57-Mac	Host Switch	23
080	81:35-Dle..35-34	Host Switch	49
080	82:36-Sus..35-Dle	Host Switch	48
080	83:25-Eca..36-Sus	Host Switch	45
080	84:25-Eca..55-54	Host Switch	42
080	85:7-Ana..25-Eca	Host Switch	40
080	86:57-Mac..7-Ana	Host Switch	39
080	87:57-Mac..17-16	Host Switch	28
080	60:25-Eca	Duplication	62
080	80:30	Cospeciation	58
080	55:24-Fca..24-Clu	Host Switch	52
080	4:2	Cospeciation	25
080	49:7-Ana..14-Sph	Host Switch	43
080	52:53	Cospeciation	50
080	9:10-Aor	Duplication	54
080	3:2-Cmy	Duplication	62
080	10:16-10..7-6	Host Switch	46
080	11:16-10	Duplication	42
080	14:54-42	Duplication	53
080	19:38-Pte	Duplication	62
080	24:45-Ptr..45-Hsa	Host Switch	62
080	25:45	Cospeciation	61
080	30:51-Pap	Duplication	62
080	20:57-Mac..38-Pte	Host Switch	54
080	32:48-Cae..51-Mmt	Host Switch	61
080	48:7-Ana..7-6	Host Switch	46
080	47:7-6..15-Cli	Host Switch	49
080	31:48-Cae..51-Pap	Host Switch	62
080	45:6-Gga	Duplication	59
080	41:15-Cli..14-Fme	Host Switch	62
080	46:6-Mga..6-Gga	Host Switch	53
080	35:57-Mac..55-Ocu	Host Switch	49
080	34:57-Mac..53-45	Host Switch	52
080	33:53-45..53-52	Host Switch	54
080	36:57-Mac..54-42	Host Switch	48
081	49:15-Cli..14-Sph	Host Switch	43
081	36:57-Mac..54-42	Host Switch	48
081	48:15-Cli..7-Ana	Host Switch	46
081	47:15-Cli..7-6	Host Switch	49
081	46:6-Mga..6-Gga	Host Switch	53
081	45:6-Gga	Duplication	59
081	41:15-Cli..14-Fme	Host Switch	62
081	35:57-Mac..55-Ocu	Host Switch	49
081	20:57-Mac..38-Pte	Host Switch	54
081	33:53-45..53-52	Host Switch	54
081	32:48-Cae..51-Mmt	Host Switch	61
081	31:48-Cae..51-Pap	Host Switch	62
081	30:51-Pap	Duplication	62
081	25:45	Cospeciation	61
081	24:45-Ptr..45-Hsa	Host Switch	62
081	52:53-45..53-52	Host Switch	52
081	34:57-Mac..53-45	Host Switch	52
081	55:24-Fca..24-Clu	Host Switch	52
081	79:30-Cer..33-Bbu	Host Switch	61
081	61:25-Eca	Duplication	61
081	4:2-The..2-Cmy	Host Switch	29
081	3:2-Cmy	Duplication	62
081	9:10-Aor	Duplication	54
081	88:18-2..18-17	Host Switch	23
081	87:17	Cospeciation	28
081	86:15-Cli..57-Mac	Host Switch	39
081	85:15-Cli..25-Eca	Host Switch	40
081	84:25-Eca..55-54	Host Switch	42
081	83:25-Eca..36-Sus	Host Switch	45
081	60:25-Eca	Duplication	62
081	82:36-Sus..35-Dle	Host Switch	48
081	80:30-Rta..30-Cer	Host Switch	59
081	19:38-Pte	Duplication	62
081	78:33-Bbu..33-Bta	Host Switch	61
081	77:33-Bta	Duplication	62
081	76:33-Bta	Duplication	62
081	72:33-Bbu..33-Bta	Host Switch	62
081	69:30-Cer	Duplication	62
081	63:25-Eca..24-Fca	Host Switch	48
081	62:25-Eca	Duplication	54
081	81:35-Dle..35-34	Host Switch	49
081	14:54-42	Duplication	53
081	10:7-6..16-10	Host Switch	46
081	11:7-6..16-10	Host Switch	42
082	3:2-Cmy	Duplication	62
082	48:7-Ana..7-6	Host Switch	46
082	47:7-6..15-Cli	Host Switch	49
082	46:6-Mga..6-Gga	Host Switch	54
082	45:6-Gga	Duplication	59
082	41:15-Cli..14-Fme	Host Switch	62
082	36:57-Mac..54-42	Host Switch	48
082	35:57-Mac..55-Ocu	Host Switch	49
082	34:57-Mac..53-45	Host Switch	52
082	33:53-45..53-52	Host Switch	54
082	32:52-48..51-Mmt	Host Switch	61
082	31:48-Cae..51-Pap	Host Switch	62
082	30:51-Pap	Duplication	62
082	25:45	Cospeciation	60
082	24:45-Ptr..45-Hsa	Host Switch	62
082	20:57-Mac..38-Pte	Host Switch	54
082	19:38-Pte	Duplication	62
082	14:42-Ate..42-Sai	Host Switch	54
082	11:7-6..16-10	Host Switch	42
082	49:7-Ana..14-Sph	Host Switch	43
082	52:53	Cospeciation	51
082	55:24-Fca..24-Clu	Host Switch	52
082	60:25-Eca	Duplication	62
082	9:10-Aor	Duplication	54
082	10:7-6..16-10	Host Switch	46
082	88:18-2..57-Mac	Host Switch	23
082	87:57-Mac..17-7	Host Switch	28
082	86:57-Mac..7-Ana	Host Switch	39
082	85:7-Ana..25-Eca	Host Switch	40
082	83:25-Eca..36-Sus	Host Switch	45
082	82:36-Sus..35-Dle	Host Switch	48
082	4:2	Cospeciation	25
082	81:35-Dle..35-34	Host Switch	49
082	79:30-Cer..33-Bbu	Host Switch	61
082	78:33-Bbu..33-Bta	Host Switch	61
082	77:33-Bta	Duplication	62
082	76:33-Bta	Duplication	62
082	72:33-Bbu..33-Bta	Host Switch	62
082	69:30-Cer	Duplication	62
082	63:25-Eca..24-Fca	Host Switch	48
082	62:25-Eca	Duplication	54
082	61:25-Eca	Duplication	61
082	80:30	Cospeciation	56
082	84:25-Eca..55-54	Host Switch	42
083	3:2-Cmy	Duplication	62
083	62:25-Eca	Duplication	54
083	88:18-2..57-Mac	Host Switch	23
083	46:6-Mga..6-Gga	Host Switch	54
083	45:6-Gga	Duplication	59
083	41:15-Cli..14-Fme	Host Switch	62
083	36:57-Mac..54-42	Host Switch	48
083	35:57-Mac..55-Ocu	Host Switch	49
083	34:57-Mac..53-45	Host Switch	52
083	33:53-45..53-52	Host Switch	54
083	32:52-48..51-Mmt	Host Switch	61
083	47:7-6..15-Cli	Host Switch	49
083	31:48-Cae..51-Pap	Host Switch	62
083	25:45	Cospeciation	60
083	24:45-Ptr..45-Hsa	Host Switch	62
083	20:57-Mac..38-Pte	Host Switch	54
083	19:38-Pte	Duplication	62
083	14:42-Ate..42-Sai	Host Switch	54
083	11:7-6..16-10	Host Switch	42
083	10:7-6..16-10	Host Switch	46
083	9:10-Aor	Duplication	54
083	30:51-Pap	Duplication	62
083	48:7-Ana..7-6	Host Switch	46
083	4:2	Cospeciation	24
083	52:53	Cospeciation	51
083	49:7-Ana..14-Sph	Host Switch	43
083	87:57-Mac..17-7	Host Switch	28
083	86:57-Mac..7-Ana	Host Switch	39
083	85:7-Ana..25-Eca	Host Switch	40
083	84:25-Eca..55-54	Host Switch	42
083	83:25-Eca..36-Sus	Host Switch	45
083	81:35-Dle..35-34	Host Switch	49
083	80:30	Cospeciation	58
083	79:30-Cer..33-Bbu	Host Switch	61
083	82:36-Sus..35-Dle	Host Switch	48
083	77:33-Bta	Duplication	62
083	76:33-Bta	Duplication	62
083	55:24-Fca..24-Clu	Host Switch	52
083	72:33-Bbu..33-Bta	Host Switch	62
083	69:30-Cer	Duplication	62
083	63:25-Eca..24-Fca	Host Switch	48
083	61:25-Eca	Duplication	61
083	60:25-Eca	Duplication	62
083	78:33-Bbu..33-Bta	Host Switch	61
084	32:48-Cae..51-Mmt	Host Switch	61
084	33:53-45..53-52	Host Switch	54
084	41:15-Cli..14-Fme	Host Switch	62
084	35:57-Mac..55-Ocu	Host Switch	49
084	36:57-Mac..54-42	Host Switch	48
084	31:48-Cae..51-Pap	Host Switch	62
084	34:57-Mac..53-45	Host Switch	52
084	30:51-Pap	Duplication	62
084	9:10-Aor	Duplication	54
084	24:45-Ptr..45-Hsa	Host Switch	62
084	20:57-Mac..38-Pte	Host Switch	54
084	19:38-Pte	Duplication	62
084	14:42-Ate..42-Sai	Host Switch	54
084	11:7-6..16-10	Host Switch	42
084	10:7-6..16-10	Host Switch	46
084	88:18-2..57-Mac	Host Switch	23
084	45:6-Gga	Duplication	59
084	25:45	Cospeciation	61
084	46:6-Mga..6-Gga	Host Switch	54
084	69:30-Cer	Duplication	62
084	48:7-Ana..7-6	Host Switch	46
084	86:57-Mac..7-Ana	Host Switch	39
084	84:25-Eca..55-54	Host Switch	42
084	83:25-Eca..36-Sus	Host Switch	45
084	82:36-Sus..35-Dle	Host Switch	48
084	81:35-Dle..35-34	Host Switch	49
084	80:30	Cospeciation	57
084	79:30-Cer..33-Bbu	Host Switch	61
084	78:33-Bbu..33-Bta	Host Switch	61
084	47:7-6..15-Cli	Host Switch	49
084	77:33-Bta	Duplication	62
084	72:33-Bbu..33-Bta	Host Switch	62
